;Druckmessgerät;Durchflussmesser;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;Zylinder, doppeltwirkend;Zylinder, doppeltwirkend
;PSensorIdeal;QSensorIdeal;V1;V2;V4;V3;ADN_VI_1;ADN_VI2
92,9;19,379677;0,0013566;6,46;3,23;6,46;6,46;0;0
93;19,3797093;0,0012274;6,46;3,23;6,46;6,46;0;0
93,1;19,3797416;0,0011305;6,46;3,23;6,46;6,46;0;0
93,2;19,265335;98,5348968;6,46;6,46;3,23;3,23;0;106,1635431
93,3;19,378385;1,4433255;6,46;6,46;3,23;3,23;0;112,6033556
93,4;19,3795155;0,4474196;6,46;6,46;3,23;3,23;0;117,7644111
93,5;19,3795801;0,3689306;6,46;6,46;3,23;3,23;0;121,5753266
93,6;19,3796124;0,3267468;6,46;6,46;3,23;3,23;0;124,6706679
93,7;19,3796447;0,2963525;6,46;6,46;3,23;3,23;0;126,8520807
93,8;19,3797739;0,0126616;6,46;6,46;3,23;3,23;0;128,0303847
93,9;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
94;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
94,1;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
94,2;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
94,3;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
94,4;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
94,5;19,3799031;0,0002261;6,46;6,46;3,23;3,23;0;129,2
94,6;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
94,7;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
94,8;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
94,9;19,3799354;0,0001615;6,46;6,46;3,23;3,23;0;129,2
95;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
95,1;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
95,2;19,3799354;0,0000969;6,46;6,46;3,23;3,23;0;129,2
95,3;19,3799354;0,0000969;6,46;6,46;3,23;3,23;0;129,2
95,4;12,8582747;203,2241064;3,23;3,23;3,23;6,46;188,1103873;98,1137048
95,5;17,0909959;512,3740925;3,23;3,23;3,23;6,46;249,4733136;40,829784
95,6;18,6274746;186,9621869;3,23;3,23;3,23;6,46;281,1058018;8,0301353
95,7;19,3695025;14,893853;3,23;3,23;3,23;6,46;288,8117097;0,3112751
95,8;19,3777713;0,1256147;3,23;3,23;3,23;6,46;289,8528356;0,0703817
95,9;19,3781589;0,0151164;3,23;3,23;3,23;6,46;290,6937984;0
96;19,3783204;0,0137921;3,23;3,23;3,23;6,46;290,7;0
96,1;19,3784496;0,012597;3,23;3,23;3,23;6,46;290,7;0
96,2;19,3786111;0,0114988;3,23;3,23;3,23;6,46;290,7;0
96,3;19,378708;0,0104975;3,23;3,23;3,23;6,46;290,7;0
96,4;19,3788372;0,0095931;3,23;3,23;3,23;6,46;290,7;0
96,5;19,3789341;0,0087533;3,23;3,23;3,23;6,46;290,7;0
96,6;19,379031;0,0080104;3,23;3,23;3,23;6,46;290,7;0
96,7;19,3790956;0,0072998;3,23;3,23;3,23;6,46;290,7;0
96,8;19,3791925;0,0066538;3,23;3,23;3,23;6,46;290,7;0
96,9;19,3792571;0,0060724;3,23;3,23;3,23;6,46;290,7;0
97;19,3793217;0,0055556;3,23;3,23;3,23;6,46;290,7;0
97,1;19,3793863;0,0050711;3,23;3,23;3,23;6,46;290,7;0
97,2;19,3794186;0,0046512;3,23;3,23;3,23;6,46;290,7;0
97,3;19,3794832;0,0042313;3,23;3,23;3,23;6,46;290,7;0
97,4;19,3646252;35,1315149;6,46;3,23;3,23;6,46;288,3473003;0
97,5;19,3006389;90,7895183;6,46;3,23;3,23;6,46;242,3724816;0
97,6;19,2678544;118,1263649;6,46;3,23;3,23;6,46;190,9110234;0
97,7;19,2676929;118,1354412;6,46;3,23;3,23;6,46;134,6510772;0
97,8;19,2675637;118,134343;6,46;3,23;3,23;6,46;78,3910987;0
97,9;19,3599417;42,3918443;6,46;3,23;3,23;6,46;38,9697239;0
98;19,3700193;21,1471007;6,46;3,23;3,23;6,46;18,3743395;0
98,1;19,3741537;11,7624972;6,46;3,23;3,23;6,46;12,5037499;0
98,2;19,3749935;9,6611884;6,46;3,23;3,23;6,46;7,4162092;0
98,3;19,3755103;8,6606636;6,46;3,23;3,23;6,46;3,0093587;0
98,4;19,3791925;5,5392885;6,46;3,23;3,23;6,46;1,4564716;0
98,5;19,3792894;0,0185725;6,46;3,23;3,23;6,46;0,0040052;0
98,6;19,379354;0,0030362;6,46;3,23;3,23;6,46;0;0
98,7;19,3793863;0,0027778;6,46;3,23;3,23;6,46;0;0
98,8;19,3794509;0,0025194;6,46;3,23;3,23;6,46;0;0
98,9;19,3794832;0,0022933;6,46;3,23;3,23;6,46;0;0
99;19,3795478;0,0020995;6,46;3,23;3,23;6,46;0;0
99,1;19,3795801;0,001938;6,46;3,23;3,23;6,46;0;0
99,2;19,3796124;0,0017442;6,46;3,23;3,23;6,46;0;0
99,3;19,3796447;0,001615;6,46;3,23;3,23;6,46;0;0
99,4;19,379677;0,0014535;6,46;3,23;3,23;6,46;0;0
99,5;19,3797093;0,0013243;6,46;3,23;3,23;6,46;0;0
99,6;19,3797416;0,0012274;6,46;3,23;3,23;6,46;0;0
99,7;19,3797416;0,0003876;6,46;6,46;6,46;6,46;0;0
99,8;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
99,9;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
100;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
100,1;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
100,2;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
100,3;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
100,4;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
100,5;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
100,6;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
100,7;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
100,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
100,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
101;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
101,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
101,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
101,3;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
101,4;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
101,5;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
101,6;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
101,7;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
101,8;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
101,9;19,3799677;5,3358954;6,46;6,46;6,46;6,46;0;0
102;12,9695805;742,2958931;3,23;3,23;3,23;3,23;247,4597962;105,0022289
102,1;17,03502;378,4196294;3,23;3,23;3,23;3,23;270,459851;110,7761123
102,2;19,1917879;129,9700966;3,23;3,23;3,23;3,23;282,8105312;115,7662039
102,3;19,3700193;17,4026909;3,23;3,23;3,23;3,23;290,0860739;119,9363277
102,4;19,3777713;5,9956552;3,23;3,23;3,23;3,23;290,4611092;123,2119353
102,5;19,3779651;0,32623;3,23;3,23;3,23;3,23;290,7;126,2374117
102,6;19,3781266;0,2984197;3,23;3,23;3,23;3,23;290,7;129,0119171
102,7;19,3784173;0,0133076;3,23;3,23;3,23;3,23;290,7;129,1594958
102,8;19,3785465;0,0121448;3,23;3,23;3,23;3,23;290,7;129,1999031
102,9;19,3786757;0,0111112;3,23;3,23;3,23;3,23;290,7;129,2
103;19,3788049;0,0101422;3,23;3,23;3,23;3,23;290,7;129,2
103,1;19,3789018;0,0092701;3,23;3,23;3,23;3,23;290,7;129,2
103,2;19,3789987;0,0084626;3,23;3,23;3,23;3,23;290,7;129,2
103,3;19,3790956;0,0077197;3,23;3,23;3,23;3,23;290,7;129,2
103,4;19,3791602;0,0070414;3,23;3,23;3,23;3,23;290,7;129,2
103,5;19,3792248;0,0064277;3,23;3,23;3,23;3,23;290,7;129,2
103,6;19,3792894;0,0058786;3,23;3,23;3,23;3,23;290,7;129,2
103,7;19,379354;0,0053618;3,23;3,23;3,23;3,23;290,7;129,2
103,8;19,3794186;0,0049096;3,23;3,23;3,23;3,23;290,7;129,2
103,9;19,3794509;0,0044574;3,23;3,23;3,23;3,23;290,7;129,2
104;19,3616213;41,9697156;6,46;3,23;3,23;6,46;288,287513;50,680961
104,1;19,2961815;94,7536004;6,46;3,23;3,23;6,46;242,1493209;10,8976647
104,2;19,2634293;119,8528322;6,46;3,23;3,23;6,46;190,6415445;3,2197286
104,3;19,2668531;118,1498147;6,46;3,23;3,23;6,46;134,3820828;0
104,4;19,2674991;118,1344722;6,46;3,23;3,23;6,46;78,1221366;0
104,5;19,3603616;41,2708728;6,46;3,23;3,23;6,46;38,7772482;0
104,6;19,3700516;20,8765882;6,46;3,23;3,23;6,46;18,3387126;0
104,7;19,3741214;11,7497064;6,46;3,23;3,23;6,46;12,4770055;0
104,8;19,3749289;9,6548576;6,46;3,23;3,23;6,46;7,3942452;0
104,9;19,375478;8,6563677;6,46;3,23;3,23;6,46;2,9900756;0
105;19,3791279;5,5460715;6,46;3,23;3,23;6,46;1,4504638;0
105,1;19,3792571;0,0474164;6,46;3,23;3,23;6,46;0,0114988;0
105,2;19,3793217;0,0031654;6,46;3,23;3,23;6,46;0;0
105,3;19,379354;0,002907;6,46;3,23;3,23;6,46;0;0
105,4;19,3794186;0,0026486;6,46;3,23;3,23;6,46;0;0
105,5;19,3794832;0,0024225;6,46;3,23;3,23;6,46;0;0
105,6;19,3795155;0,0021964;6,46;3,23;3,23;6,46;0;0
105,7;19,3795478;0,0020026;6,46;3,23;3,23;6,46;0;0
105,8;19,3796124;0,0018411;6,46;3,23;3,23;6,46;0;0
105,9;19,3796447;0,0016796;6,46;3,23;3,23;6,46;0;0
106;19,379677;0,0005814;6,46;6,46;3,23;6,46;0;0
106,1;19,3797093;0,0005168;6,46;6,46;3,23;6,46;0;0
106,2;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
106,3;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
106,4;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
106,5;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
106,6;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
106,7;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
106,8;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
106,9;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
107;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
107,1;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
107,2;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
107,3;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
107,4;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
107,5;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
107,6;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
107,7;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
107,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
107,9;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
108;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
108,1;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
108,2;19,3799677;0,0000646;6,46;6,46;3,23;6,46;0;0
108,3;12,7971631;129,840509;3,23;3,23;3,23;6,46;11,3647227;0
108,4;15,3229585;388,4813055;3,23;3,23;6,46;6,46;191,966652;0
108,5;17,8684569;351,9885071;3,23;3,23;6,46;6,46;276,0103153;0
108,6;19,3636562;21,1143162;3,23;3,23;6,46;6,46;285,1894262;0
108,7;19,3771899;6,762328;3,23;3,23;6,46;6,46;288,0368973;0
108,8;19,3779651;0,014858;3,23;3,23;6,46;6,46;290,68062;0
108,9;19,3782881;0,0135337;3,23;3,23;6,46;6,46;290,7;0
109;19,3784496;0,0123709;3,23;3,23;6,46;6,46;290,7;0
109,1;19,3785788;0,011305;3,23;3,23;6,46;6,46;290,7;0
109,2;19,378708;0,0103037;3,23;3,23;6,46;6,46;290,7;0
109,3;19,3788049;0,0093993;3,23;3,23;6,46;6,46;290,7;0
109,4;19,3789018;0,0085918;3,23;3,23;6,46;6,46;290,7;0
109,5;19,3789987;0,0078489;3,23;3,23;6,46;6,46;290,7;0
109,6;19,3790956;0,0071706;3,23;3,23;6,46;6,46;290,7;0
109,7;19,3791602;0,0065569;3,23;3,23;6,46;6,46;290,7;0
109,8;19,3792571;0,0059755;3,23;3,23;6,46;6,46;290,7;0
109,9;19,3793217;0,0054587;3,23;3,23;6,46;6,46;290,7;0
110;19,379354;0,0049742;3,23;3,23;6,46;6,46;290,7;0
110,1;19,3794186;0,0045543;3,23;3,23;6,46;6,46;290,7;0
110,2;19,3794832;0,0041344;3,23;3,23;6,46;6,46;290,7;0
110,3;19,3795155;0,0037791;3,23;3,23;6,46;6,46;290,7;0
110,4;19,3795478;0,0034561;3,23;3,23;6,46;6,46;290,7;0
110,5;19,3796124;0,0031654;3,23;3,23;6,46;6,46;290,7;0
110,6;19,3705684;37,1939345;6,46;3,23;3,23;3,23;289,8418213;107,9176592
110,7;19,3019632;111,6578054;6,46;3,23;3,23;3,23;246,8045907;114,046778
110,8;19,2670792;116,4908221;6,46;3,23;3,23;3,23;196,8172722;118,5671307
110,9;19,2670469;118,4903536;6,46;3,23;3,23;3,23;140,557649;121,9891219
111;19,2669823;118,450237;6,46;3,23;3,23;3,23;84,2977674;125,1295217
111,1;19,3157553;88,9750981;6,46;3,23;3,23;3,23;43,3041901;127,9871673
111,2;19,3584236;35,504483;6,46;3,23;3,23;3,23;19,0424973;128,6203119
111,3;19,3740568;12,0702839;6,46;3,23;3,23;3,23;13,0990066;129,2
111,4;19,3749289;9,8024686;6,46;3,23;3,23;3,23;7,9048759;129,2
111,5;19,375478;8,7621502;6,46;3,23;3,23;3,23;3,4329732;129,2
111,6;19,3790633;5,5804387;6,46;3,23;3,23;3,23;1,6730108;129,2
111,7;19,3792571;0,0464151;6,46;3,23;3,23;3,23;0,0128877;129,2
111,8;19,3793217;0,0031654;6,46;3,23;3,23;3,23;0;129,2
111,9;19,3793863;0,002907;6,46;3,23;3,23;3,23;0;129,2
112;19,3794509;0,0026486;6,46;3,23;3,23;3,23;0;129,2
112,1;19,3794832;0,0024225;6,46;3,23;3,23;3,23;0;129,2
112,2;19,3795478;0,0021964;6,46;3,23;3,23;3,23;0;129,2
112,3;19,3795801;0,0020026;6,46;3,23;3,23;3,23;0;129,2
112,4;19,3796124;0,0018411;6,46;3,23;3,23;3,23;0;129,2
112,5;19,3796447;0,0016796;6,46;3,23;3,23;3,23;0;129,2
112,6;19,3537078;57,0009405;6,46;6,46;3,23;6,46;0;107,0058302
112,7;19,3698578;21,6111871;6,46;6,46;3,23;6,46;0;20,7561415
112,8;19,3785142;2,8844223;6,46;6,46;3,23;6,46;0;8,1050713
112,9;19,3787726;2,1669101;6,46;6,46;3,23;6,46;0;0,7907363
113;19,3797093;1,1054998;6,46;6,46;3,23;6,46;0;0
113,1;19,3797416;0,0227069;6,46;6,46;3,23;6,46;0;0
113,2;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
113,3;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
113,4;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
113,5;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
113,6;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
113,7;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
113,8;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
113,9;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
114;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
114,1;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
114,2;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
114,3;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
114,4;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
114,5;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
114,6;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
114,7;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
114,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
114,9;19,0923685;447,0198229;3,23;3,23;3,23;6,46;150,3779149;0
115;18,6591609;525,1205123;3,23;3,23;3,23;6,46;235,5566648;0
115,1;18,7794784;100,6227042;3,23;3,23;3,23;6,46;279,9661286;0
115,2;19,3696963;35,9283236;3,23;3,23;3,23;6,46;287,9893194;0
115,3;19,3763178;3,9033258;3,23;3,23;3,23;6,46;289,447406;0
115,4;19,3781266;0,0418608;3,23;3,23;3,23;6,46;290,6914082;0
115,5;19,3783204;0,013889;3,23;3,23;3,23;6,46;290,7;0
115,6;19,3784496;0,0126616;3,23;3,23;3,23;6,46;290,7;0
115,7;19,3785788;0,0115634;3,23;3,23;3,23;6,46;290,7;0
115,8;19,378708;0,0105621;3,23;3,23;3,23;6,46;290,7;0
115,9;19,3788372;0,0096254;3,23;3,23;3,23;6,46;290,7;0
116;19,3789341;0,0087856;3,23;3,23;3,23;6,46;290,7;0
116,1;19,379031;0,0080427;3,23;3,23;3,23;6,46;290,7;0
116,2;19,3790956;0,0073321;3,23;3,23;3,23;6,46;290,7;0
116,3;19,3791925;0,0067184;3,23;3,23;3,23;6,46;290,7;0
116,4;19,3792571;0,006137;3,23;3,23;3,23;6,46;290,7;0
116,5;19,3793217;0,0055879;3,23;3,23;3,23;6,46;290,7;0
116,6;19,3793863;0,0051034;3,23;3,23;3,23;6,46;290,7;0
116,7;19,3794186;0,0046512;3,23;3,23;3,23;6,46;290,7;0
116,8;19,3794832;0,0042636;3,23;3,23;3,23;6,46;290,7;0
116,9;19,3795155;0,003876;3,23;3,23;3,23;6,46;290,7;0
117;19,3795801;0,003553;3,23;3,23;3,23;6,46;290,7;0
117,1;19,3796124;0,0007106;6,46;3,23;6,46;6,46;290,7;0
117,2;19,3067759;77,7529799;6,46;3,23;6,46;6,46;260,7765048;0
117,3;19,2683712;117,9135725;6,46;3,23;6,46;6,46;205,2640129;0
117,4;19,2678221;118,1347306;6,46;3,23;6,46;6,46;149,2534873;0
117,5;19,2676606;118,1353443;6,46;3,23;6,46;6,46;92,9934765;0
117,6;19,2675314;118,1344399;6,46;3,23;6,46;6,46;47,5823251;0
117,7;19,3705361;19,8829756;6,46;3,23;6,46;6,46;20,9965827;0
117,8;19,3738953;12,1267443;6,46;3,23;6,46;6,46;13,6343791;0
117,9;19,3748643;10,2554438;6,46;3,23;6,46;6,46;8,6718071;0
118;19,3754457;8,8914794;6,46;3,23;6,46;6,46;4,1700915;0
118,1;19,3758333;7,9958973;6,46;3,23;6,46;6,46;0,1236121;0
118,2;19,3781266;2,7103899;6,46;3,23;6,46;6,46;0;0
118,3;19,379354;0,0027778;6,46;3,23;6,46;6,46;0;0
118,4;19,3794186;0,0025194;6,46;3,23;6,46;6,46;0;0
118,5;19,3794509;0,0023256;6,46;3,23;6,46;6,46;0;0
118,6;19,3795155;0,0020995;6,46;3,23;6,46;6,46;0;0
118,7;19,3795478;0,001938;6,46;3,23;6,46;6,46;0;0
118,8;19,3795801;0,0017765;6,46;3,23;6,46;6,46;0;0
118,9;19,3796124;0,001615;6,46;3,23;6,46;6,46;0;0
119;19,3796447;0,0014535;6,46;3,23;6,46;6,46;0;0
119,1;19,3790956;1,1299186;6,46;6,46;3,23;3,23;0;105,0328816
119,2;19,379354;0,7139269;6,46;6,46;3,23;3,23;0;111,4988894
119,3;19,3794509;0,4557207;6,46;6,46;3,23;3,23;0;116,7075228
119,4;19,3795155;0,3825289;6,46;6,46;3,23;3,23;0;120,707361
119,5;19,3795478;0,3361138;6,46;6,46;3,23;3,23;0;123,8948542
119,6;19,3795801;0,303297;6,46;6,46;3,23;3,23;0;126,2549829
119,7;19,3797416;0,0037468;6,46;6,46;3,23;3,23;0;127,730673
119,8;19,3797739;0,0004522;6,46;6,46;3,23;3,23;0;129,2
119,9;19,3797739;0,0003876;6,46;6,46;3,23;3,23;0;129,2
120;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
120,1;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
120,2;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
120,3;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
120,4;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
120,5;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
120,6;19,3799031;0,0002261;6,46;6,46;3,23;3,23;0;129,2
120,7;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
120,8;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
120,9;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
121;19,3799354;0,0001615;6,46;6,46;3,23;3,23;0;129,2
121,1;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
121,2;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
121,3;19,3799354;0,0000969;6,46;6,46;3,23;3,23;0;129,2
121,4;19,3799354;0,0000969;6,46;6,46;3,23;3,23;0;129,2
121,5;13,1882515;395,8719654;3,23;3,23;3,23;6,46;164,2598412;82,4878692
121,6;17,0944197;445,3050482;3,23;3,23;3,23;6,46;273,0746329;15,5550017
121,7;19,1921755;29,5047257;3,23;3,23;3,23;6,46;282,4508707;6,6626179
121,8;19,3688888;8,6714841;3,23;3,23;3,23;6,46;287,6281731;1,5898706
121,9;19,3779974;0,0476425;3,23;3,23;3,23;6,46;289,1714994;0,000646
122;19,3781912;0,0148903;3,23;3,23;3,23;6,46;290,7;0
122,1;19,3783527;0,0135983;3,23;3,23;3,23;6,46;290,7;0
122,2;19,3784819;0,0124032;3,23;3,23;3,23;6,46;290,7;0
122,3;19,3786111;0,0113373;3,23;3,23;3,23;6,46;290,7;0
122,4;19,3787403;0,010336;3,23;3,23;3,23;6,46;290,7;0
122,5;19,3788372;0,0094316;3,23;3,23;3,23;6,46;290,7;0
122,6;19,3789341;0,0086241;3,23;3,23;3,23;6,46;290,7;0
122,7;19,379031;0,0078812;3,23;3,23;3,23;6,46;290,7;0
122,8;19,3791279;0,0072029;3,23;3,23;3,23;6,46;290,7;0
122,9;19,3791925;0,0065569;3,23;3,23;3,23;6,46;290,7;0
123;19,3792571;0,0060078;3,23;3,23;3,23;6,46;290,7;0
123,1;19,3793217;0,0054587;3,23;3,23;3,23;6,46;290,7;0
123,2;19,3793863;0,0050065;3,23;3,23;3,23;6,46;290,7;0
123,3;19,3794509;0,0045543;3,23;3,23;3,23;6,46;290,7;0
123,4;19,3794832;0,0041667;3,23;3,23;3,23;6,46;290,7;0
123,5;19,3795478;0,0010013;6,46;3,23;3,23;6,46;290,7;0
123,6;19,3399157;46,4576068;6,46;3,23;3,23;6,46;270,6671524;0
123,7;19,2685004;117,8343083;6,46;3,23;3,23;6,46;224,7304154;0
123,8;19,2679513;118,072327;6,46;3,23;3,23;6,46;173,6413439;0
123,9;19,2676929;118,1352474;6,46;3,23;3,23;6,46;117,3813331;0
124;19,2675637;118,1343753;6,46;3,23;3,23;6,46;61,1213546;0
124,1;19,3019309;84,1824241;6,46;3,23;3,23;6,46;26,7805114;0
124,2;19,3731524;13,6405807;6,46;3,23;3,23;6,46;16,222352;0
124,3;19,3744767;11,1332286;6,46;3,23;3,23;6,46;10,8439175;0
124,4;19,3751873;9,3831823;6,46;3,23;3,23;6,46;6,0338984;0
124,5;19,3756395;8,3135678;6,46;3,23;3,23;6,46;1,7866099;0
124,6;19,3786434;2,8069023;6,46;3,23;3,23;6,46;0,8594707;0
124,7;19,3793217;0,0031654;6,46;3,23;3,23;6,46;0;0
124,8;19,379354;0,0028747;6,46;3,23;3,23;6,46;0;0
124,9;19,3794186;0,0026486;6,46;3,23;3,23;6,46;0;0
125;19,3794832;0,0024225;6,46;3,23;3,23;6,46;0;0
125,1;19,3795155;0,0021964;6,46;3,23;3,23;6,46;0;0
125,2;19,3795478;0,0020026;6,46;3,23;3,23;6,46;0;0
125,3;19,3796124;0,0018411;6,46;3,23;3,23;6,46;0;0
125,4;19,3796447;0,0016796;6,46;3,23;3,23;6,46;0;0
125,5;19,379677;0,0015181;6,46;3,23;3,23;6,46;0;0
125,6;19,3797093;0,0004522;6,46;6,46;6,46;6,46;0;0
125,7;19,3797093;0,0003876;6,46;6,46;6,46;6,46;0;0
125,8;19,3797416;0,0003553;6,46;6,46;6,46;6,46;0;0
125,9;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
126;19,3797739;0,0002907;6,46;6,46;6,46;6,46;0;0
126,1;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
126,2;19,3798385;0,0002584;6,46;6,46;6,46;6,46;0;0
126,3;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
126,4;19,3798385;0,0001938;6,46;6,46;6,46;6,46;0;0
126,5;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
126,6;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
126,7;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
126,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
126,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
127;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
127,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
127,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
127,3;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
127,4;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
127,5;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
127,6;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
127,7;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
127,8;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
127,9;11,9793271;137,3976754;3,23;3,23;3,23;3,23;147,8247614;103,4852271
128;16,3824631;250,0857862;3,23;3,23;3,23;3,23;270,3309094;109,6111805
128,1;18,8855516;207,9053131;3,23;3,23;3,23;3,23;281,3482779;114,6592183
128,2;19,3673384;19,036651;3,23;3,23;3,23;3,23;288,3360276;119,0373541
128,3;19,3773514;6,302699;3,23;3,23;3,23;3,23;290,7;122,4229109
128,4;19,3779005;0,3342404;3,23;3,23;3,23;3,23;290,7;125,5352743
128,5;19,3780943;0,3045567;3,23;3,23;3,23;3,23;290,7;128,3736691
128,6;19,378385;0,0214149;3,23;3,23;3,23;3,23;290,7;128,8259337
128,7;19,3785142;0,0125001;3,23;3,23;3,23;3,23;290,7;129,1979328
128,8;19,3786434;0,0113696;3,23;3,23;3,23;3,23;290,7;129,2
128,9;19,3787726;0,0104006;3,23;3,23;3,23;3,23;290,7;129,2
129;19,3788695;0,0094962;3,23;3,23;3,23;3,23;290,7;129,2
